timestamp,price,action,position,balance
2023-01-10 14:15:00,17287.87962,buy,long,9344.4
2023-01-10 18:10:00,17341.04,close,long,9397.51
2023-01-10 19:20:00,17423.007149999998,buy,long,9397.51
2023-01-11 00:45:00,17479.81,close,long,9454.25
2023-01-11 00:50:00,17474.662965,buy,long,9454.25
2023-01-11 01:00:00,17482.23,close,long,9461.81
2023-01-11 01:10:00,17491.001129999997,buy,long,9461.81
2023-01-11 02:20:00,17418.6,close,long,9389.48
2023-01-11 02:25:00,17432.581935,buy,long,9389.48
2023-01-11 02:50:00,17417.01,close,long,9373.93
2023-01-11 03:15:00,17399.865584999996,buy,long,9373.93
2023-01-11 03:20:00,17385.76,close,long,9359.84
2023-01-11 03:25:00,17419.395344999997,buy,long,9359.84
2023-01-11 07:05:00,17435.14,close,long,9375.56
2023-01-11 07:30:00,17450.150715,buy,long,9375.56
2023-01-11 07:40:00,17449.55,close,long,9374.96
2023-01-11 07:45:00,17451.46137,buy,long,9374.96
2023-01-11 08:35:00,17428.3,close,long,9351.83
2023-01-11 08:40:00,17428.93011,buy,long,9351.83
2023-01-11 11:20:00,17434.01,close,long,9356.9
2023-01-11 11:25:00,17451.10119,buy,long,9356.9
2023-01-11 12:40:00,17416.33,close,long,9322.16
2023-01-11 12:45:00,17432.842065,buy,long,9322.16
2023-01-11 15:50:00,17336.93,close,long,9226.35
2023-01-11 16:25:00,17372.231774999997,buy,long,9226.35
2023-01-11 16:30:00,17355.13,close,long,9209.26
2023-01-11 16:35:00,17371.32132,buy,long,9209.26
2023-01-11 18:00:00,17405.68,close,long,9243.59
2023-01-11 18:30:00,17484.79803,buy,long,9243.59
2023-01-11 21:45:00,17567.16,close,long,9325.87
2023-01-11 21:50:00,17562.546885,buy,long,9325.87
2023-01-11 23:25:00,17650.07,close,long,9413.3
2023-01-12 00:40:00,17944.277655,buy,long,9413.3
2023-01-12 00:50:00,18055.6,close,long,9524.51
2023-01-12 01:05:00,18165.308115,buy,long,9524.51
2023-01-12 01:20:00,18184.41,close,long,9543.6
2023-01-12 02:00:00,18243.106995000002,buy,long,9543.6
2023-01-12 02:15:00,18256.89,close,long,9557.37
2023-01-12 02:20:00,18256.933905,buy,long,9557.37
2023-01-12 02:40:00,18264.71,close,long,9565.13
2023-01-12 02:45:00,18259.455165,buy,long,9565.13
2023-01-12 05:45:00,18089.29,close,long,9395.14
2023-01-12 06:05:00,18140.645790000002,buy,long,9395.14
2023-01-12 09:50:00,18156.78,close,long,9411.26
2023-01-12 09:55:00,18173.752334999997,buy,long,9411.26
2023-01-12 12:45:00,18248.19,close,long,9485.62
2023-01-12 13:10:00,18271.83135,buy,long,9485.62
2023-01-12 15:00:00,18047.8,close,long,9261.81
2023-01-12 15:15:00,18127.289115,buy,long,9261.81
2023-01-12 15:50:00,18104.47,close,long,9239.02
2023-01-12 15:55:00,18095.663309999996,buy,long,9239.02
2023-01-12 17:10:00,18148.26,close,long,9291.56
2023-01-12 18:25:00,18658.624649999998,buy,long,9291.56
2023-01-12 19:35:00,18890.61,close,long,9523.31
2023-01-12 19:50:00,18876.443504999996,buy,long,9523.31
2023-01-12 20:55:00,19048.95,close,long,9695.65
2023-01-12 21:00:00,18999.985245,buy,long,9695.65
2023-01-12 22:05:00,18842.76,close,long,9538.58
2023-01-12 22:10:00,18835.39299,buy,long,9538.58
2023-01-13 00:05:00,18829.08,close,long,9532.27
2023-01-13 00:10:00,18841.63611,buy,long,9532.27
2023-01-13 00:40:00,18715.14,close,long,9405.9
2023-01-13 00:45:00,18774.552584999998,buy,long,9405.9
2023-01-13 02:55:00,18835.48,close,long,9466.77
2023-01-13 03:00:00,18840.15537,buy,long,9466.77
2023-01-13 03:30:00,18856.49,close,long,9483.09
2023-01-13 03:40:00,18854.352465,buy,long,9483.09
2023-01-13 03:45:00,18859.83,close,long,9488.56
2023-01-13 03:50:00,18867.40899,buy,long,9488.56
2023-01-13 03:55:00,18876.37,close,long,9497.51
2023-01-13 04:00:00,18873.101834999998,buy,long,9497.51
2023-01-13 05:05:00,18797.21,close,long,9421.7
2023-01-13 05:10:00,18826.298444999997,buy,long,9421.7
2023-01-13 05:30:00,18801.22,close,long,9396.64
2023-01-13 05:40:00,18824.097345,buy,long,9396.64
2023-01-13 07:05:00,18846.87,close,long,9419.39
2023-01-13 07:10:00,18840.97578,buy,long,9419.39
2023-01-13 09:15:00,18880.11,close,long,9458.49
2023-01-13 09:20:00,18879.965265,buy,long,9458.49
2023-01-13 09:40:00,18894.25,close,long,9472.76
2023-01-13 09:50:00,18909.760155,buy,long,9472.76
2023-01-13 09:55:00,18910.23,close,long,9473.23
2023-01-13 10:20:00,18954.13233,buy,long,9473.23
2023-01-13 10:45:00,19020.06,close,long,9539.09
2023-01-13 10:50:00,19011.601049999997,buy,long,9539.09
2023-01-13 12:05:00,18911.56,close,long,9439.15
2023-01-13 12:10:00,18935.573055,buy,long,9439.15
2023-01-13 12:20:00,18902.24,close,long,9405.85
2023-01-13 12:30:00,18912.981764999997,buy,long,9405.85
2023-01-13 14:45:00,18983.35,close,long,9476.15
2023-01-13 16:00:00,19196.183295,buy,long,9476.15
2023-01-13 16:55:00,19133.39,close,long,9413.42
2023-01-13 17:05:00,19155.522975,buy,long,9413.42
2023-01-13 17:20:00,19337.37,close,long,9595.08
2023-01-13 17:45:00,19241.095739999997,buy,long,9595.08
2023-01-13 18:10:00,19331.88,close,long,9685.78
2023-01-13 18:20:00,19303.48692,buy,long,9685.78
2023-01-13 20:15:00,19385.02,close,long,9767.23
2023-01-13 20:20:00,19353.63198,buy,long,9767.23
2023-01-13 20:40:00,19442.39,close,long,9855.9
2023-01-13 20:45:00,19438.464375,buy,long,9855.9
2023-01-13 21:35:00,19733.27,close,long,10150.41
2023-01-13 22:45:00,19839.564825,buy,long,10150.41
2023-01-14 00:00:00,19956.01,close,long,10266.74
2023-01-14 01:25:00,20728.208925,buy,long,10266.74
2023-01-14 02:35:00,20971.04,close,long,10509.32
2023-01-14 02:40:00,20967.828674999997,buy,long,10509.32
2023-01-14 06:30:00,20912.16,close,long,10453.71
2023-01-14 06:35:00,20929.959749999998,buy,long,10453.71
2023-01-14 06:50:00,20960.0,close,long,10483.72
2023-01-14 07:15:00,20933.2614,buy,long,10483.72
2023-01-14 08:45:00,21012.34,close,long,10562.72
2023-01-14 09:00:00,20985.857685,buy,long,10562.72
2023-01-14 09:15:00,20477.46,close,long,10054.83
2023-01-14 10:25:00,20304.407129999996,buy,long,10054.83
2023-01-14 11:10:00,20703.67,close,long,10453.7
2023-01-14 11:15:00,20664.597135,buy,long,10453.7
2023-01-14 11:30:00,20684.05,close,long,10473.13
2023-01-14 12:00:00,20676.042855,buy,long,10473.13
2023-01-14 12:40:00,20942.25,close,long,10739.07
2023-01-14 12:45:00,20895.392475,buy,long,10739.07
2023-01-14 12:55:00,20911.19,close,long,10754.85
2023-01-14 13:00:00,20887.17837,buy,long,10754.85
2023-01-14 14:30:00,21140.96,close,long,11008.38
2023-01-14 14:35:00,20902.275915000002,buy,long,11008.38
2023-01-14 15:40:00,20718.28,close,long,10824.57
2023-01-14 15:45:00,20739.214425,buy,long,10824.57
2023-01-14 19:20:00,20809.37,close,long,10894.65
2023-01-14 19:25:00,20824.76718,buy,long,10894.65
2023-01-14 19:35:00,20795.02,close,long,10864.94
2023-01-14 19:50:00,20782.34598,buy,long,10864.94
2023-01-14 21:05:00,20891.66,close,long,10974.14
2023-01-14 21:20:00,20898.76416,buy,long,10974.14
2023-01-14 23:00:00,21047.16,close,long,11122.39
2023-01-14 23:05:00,20987.678594999998,buy,long,11122.39
2023-01-15 00:30:00,20659.99,close,long,10795.03
2023-01-15 00:45:00,20770.299959999997,buy,long,10795.03
2023-01-15 00:50:00,20752.96,close,long,10777.7
2023-01-15 00:55:00,20777.433524999997,buy,long,10777.7
2023-01-15 04:30:00,20725.66,close,long,10725.98
2023-01-15 04:40:00,20722.29597,buy,long,10725.98
2023-01-15 05:55:00,20749.76,close,long,10753.42
2023-01-15 06:00:00,20745.137384999998,buy,long,10753.42
2023-01-15 08:50:00,20638.96,close,long,10647.35
2023-01-15 09:15:00,20641.065375,buy,long,10647.35
2023-01-15 10:15:00,20723.31,close,long,10729.51
2023-01-15 10:25:00,20737.593614999998,buy,long,10729.51
2023-01-15 13:40:00,20763.13,close,long,10755.02
2023-01-15 13:45:00,20742.536084999996,buy,long,10755.02
2023-01-15 15:00:00,20801.05,close,long,10813.48
2023-01-15 16:15:00,20895.58257,buy,long,10813.48
2023-01-15 19:10:00,20845.04,close,long,10762.98
2023-01-15 19:25:00,20859.034305,buy,long,10762.98
2023-01-15 19:35:00,20863.72,close,long,10767.66
2023-01-15 19:45:00,20870.069819999997,buy,long,10767.66
2023-01-15 22:30:00,20750.21,close,long,10647.92
2023-01-15 22:35:00,20838.183885,buy,long,10647.92
2023-01-16 01:05:00,21131.79,close,long,10941.24
2023-01-16 01:20:00,21099.28437,buy,long,10941.24
