combination,num_trades,total_pnl,avg_pnl,winrate,hits,misses,error
"{'rsi': 0.1, 'macd': 0.1, 'obv': 0.7}",45635,-40596.01999999981,-0.8895808042072928,0.44641174537087763,20372,25263,
"{'rsi': 0.1, 'macd': 0.2, 'obv': 0.5}",45799,-40780.59999999981,-0.8904255551431213,0.44645079586890546,20447,25352,
"{'rsi': 0.1, 'macd': 0.3, 'obv': 0.3}",46360,-42066.8199999998,-0.907394736842101,0.44544866264020705,20651,25709,
"{'rsi': 0.1, 'macd': 0.4, 'obv': 0.1}",49113,-48762.06999999979,-0.9928546413373198,0.43856005538248527,21539,27574,
"{'rsi': 0.1, 'macd': 0.4, 'obv': 0.9}",45506,-40936.729999999814,-0.899589724431939,0.4466883487891707,20327,25179,
"{'rsi': 0.1, 'macd': 0.5, 'obv': 0.7}",45654,-40520.29999999981,-0.8875520217286504,0.44640119157138475,20380,25274,
"{'rsi': 0.1, 'macd': 0.6, 'obv': 0.5}",45826,-41008.08999999981,-0.8948651420590888,0.4463186837166674,20453,25373,
"{'rsi': 0.1, 'macd': 0.7, 'obv': 0.3}",46433,-42237.249999999796,-0.9096386190855598,0.4451144660047811,20668,25765,
"{'rsi': 0.1, 'macd': 0.8, 'obv': 0.1}",49298,-49427.62999999979,-1.0026295184388776,0.4379488011684044,21590,27708,
"{'rsi': 0.1, 'macd': 0.8, 'obv': 0.9}",45519,-40963.479999999814,-0.8999204727696086,0.4466266833629913,20330,25189,
"{'rsi': 0.1, 'macd': 0.9, 'obv': 0.7}",45669,-40447.9899999998,-0.8856771551818476,0.44649543453984103,20391,25278,
"{'rsi': 0.1, 'macd': 1, 'obv': 0.5}",45867,-41071.62999999981,-0.8954505417838491,0.44635576776331565,20473,25394,
"{'rsi': 0.2, 'macd': 0.1, 'obv': 0.3}",47765,-44143.04999999981,-0.9241714644614217,0.44216476499528945,21120,26645,
"{'rsi': 0.2, 'macd': 0.2, 'obv': 0.9}",45929,-41331.939999999806,-0.899909425417488,0.4462757734764528,20497,25432,
"{'rsi': 0.2, 'macd': 0.3, 'obv': 0.7}",46211,-41512.509999999806,-0.8983252905152411,0.44549998918006534,20587,25624,
"{'rsi': 0.2, 'macd': 0.4, 'obv': 0.5}",46718,-42466.94999999981,-0.9090061646474551,0.44483924825549037,20782,25936,
"{'rsi': 0.2, 'macd': 0.5, 'obv': 0.3}",47820,-44059.10999999981,-0.921353199498114,0.4422417398578001,21148,26672,
"{'rsi': 0.2, 'macd': 0.6, 'obv': 0.9}",45955,-41225.3399999998,-0.8970806223479447,0.44621912740724623,20506,25449,
"{'rsi': 0.2, 'macd': 0.7, 'obv': 0.7}",46236,-41567.619999999806,-0.8990314906133706,0.4454970153127433,20598,25638,
"{'rsi': 0.2, 'macd': 0.8, 'obv': 0.5}",46746,-42532.439999999806,-0.9098626620459463,0.4447011509006118,20788,25958,
"{'rsi': 0.2, 'macd': 0.9, 'obv': 0.3}",47866,-44401.62999999981,-0.9276235741444827,0.44213011323277485,21163,26703,
"{'rsi': 0.2, 'macd': 1, 'obv': 0.9}",45970,-41270.649999999805,-0.8977735479660606,0.44609527953012834,20507,25463,
"{'rsi': 0.3, 'macd': 0.1, 'obv': 0.7}",46833,-42395.40999999981,-0.9052465142100614,0.44468643904938826,20826,26007,
"{'rsi': 0.3, 'macd': 0.2, 'obv': 0.5}",47535,-43479.789999999804,-0.9146900178815568,0.44247396655096244,21033,26502,
"{'rsi': 0.3, 'macd': 0.3, 'obv': 0.3}",49301,-49134.14999999979,-0.9966156873085696,0.43810470375854443,21599,27702,
"{'rsi': 0.3, 'macd': 0.4, 'obv': 0.9}",46462,-41929.4599999998,-0.9024463002023116,0.4452670999956954,20688,25774,
"{'rsi': 0.3, 'macd': 0.5, 'obv': 0.7}",46854,-42627.2399999998,-0.9097887053399881,0.44472190207879797,20837,26017,
"{'rsi': 0.3, 'macd': 0.6, 'obv': 0.5}",47562,-44007.8099999998,-0.9252724864387495,0.44249611034018754,21046,26516,
"{'rsi': 0.3, 'macd': 0.7, 'obv': 0.3}",49356,-49115.94999999979,-0.9951363562687372,0.43800145878920493,21618,27738,
"{'rsi': 0.3, 'macd': 0.8, 'obv': 0.9}",46477,-42016.5899999998,-0.9040297351378058,0.44518794242313403,20691,25786,
"{'rsi': 0.3, 'macd': 0.9, 'obv': 0.7}",46868,-42779.5999999998,-0.9127677733208117,0.44461039515234274,20838,26030,
"{'rsi': 0.3, 'macd': 1, 'obv': 0.5}",47584,-44096.4799999998,-0.9267081371889668,0.4424386348352387,21053,26531,
"{'rsi': 0.4, 'macd': 0.2, 'obv': 0.9}",46894,-42577.5699999998,-0.9079534695270142,0.44459845609246385,20849,26045,
"{'rsi': 0.4, 'macd': 0.3, 'obv': 0.7}",47444,-43369.8099999998,-0.9141263384200279,0.4427114071326195,21004,26440,
"{'rsi': 0.4, 'macd': 0.4, 'obv': 0.5}",48464,-44947.179999999804,-0.9274343842852386,0.44059508088478044,21353,27111,
"{'rsi': 0.4, 'macd': 0.6, 'obv': 0.9}",46911,-42632.8699999998,-0.9088032657585599,0.44454392360000855,20854,26057,
"{'rsi': 0.4, 'macd': 0.7, 'obv': 0.7}",47465,-43469.6399999998,-0.9158251343094871,0.4426630148530496,21011,26454,
"{'rsi': 0.4, 'macd': 0.8, 'obv': 0.5}",48503,-45636.98999999981,-0.940910665319667,0.44048821722367687,21365,27138,
"{'rsi': 0.4, 'macd': 1, 'obv': 0.9}",46927,-42709.3499999998,-0.9101231700300425,0.4444349734694312,20856,26071,
"{'rsi': 0.5, 'macd': 0.1, 'obv': 0.7}",48091,-44019.92999999981,-0.9153465305358551,0.44168347507849703,21241,26850,
"{'rsi': 0.5, 'macd': 0.2, 'obv': 0.5}",49329,-49184.709999999795,-0.9970749457722596,0.43822092481096314,21617,27712,
"{'rsi': 0.5, 'macd': 0.4, 'obv': 0.9}",47379,-43241.54999999981,-0.9126733362882249,0.44300217395892694,20989,26390,
"{'rsi': 0.5, 'macd': 0.5, 'obv': 0.7}",48107,-44015.14999999981,-0.9149427318269652,0.441661296692789,21247,26860,
"{'rsi': 0.5, 'macd': 0.6, 'obv': 0.5}",49358,-49227.83999999979,-0.9973629401515417,0.4381863122492808,21628,27730,
"{'rsi': 0.5, 'macd': 0.8, 'obv': 0.9}",47393,-43243.579999999805,-0.9124465638385374,0.44304011140885785,20997,26396,
"{'rsi': 0.5, 'macd': 0.9, 'obv': 0.7}",48126,-44096.11999999981,-0.9162639737356069,0.4415492665087479,21250,26876,
"{'rsi': 0.5, 'macd': 1, 'obv': 0.5}",49400,-49028.72999999979,-0.9924844129554614,0.4381376518218624,21644,27756,
"{'rsi': 0.6, 'macd': 0.2, 'obv': 0.9}",47878,-44281.649999999805,-0.9248851246919212,0.4420819583107064,21166,26712,
"{'rsi': 0.6, 'macd': 0.3, 'obv': 0.7}",48704,-46847.819999999796,-0.9618885512483533,0.4401486530880421,21437,27267,
"{'rsi': 0.6, 'macd': 0.6, 'obv': 0.9}",47901,-44392.5699999998,-0.9267566439113964,0.44197407152251517,21171,26730,
"{'rsi': 0.6, 'macd': 0.7, 'obv': 0.7}",48726,-46856.9499999998,-0.961641628699253,0.4400730616098182,21443,27283,
"{'rsi': 0.6, 'macd': 1, 'obv': 0.9}",47911,-44400.539999999804,-0.9267295610611301,0.4419861827137818,21176,26735,
"{'rsi': 0.7, 'macd': 0.1, 'obv': 0.7}",49348,-49244.72999999979,-0.9979073113398678,0.4382548431547378,21627,27721,
"{'rsi': 0.7, 'macd': 0.4, 'obv': 0.9}",48396,-44466.55999999981,-0.9188065129349493,0.44086288122985373,21336,27060,
"{'rsi': 0.7, 'macd': 0.5, 'obv': 0.7}",49368,-49396.69999999979,-1.0005813482417718,0.4381988332523092,21633,27735,
"{'rsi': 0.7, 'macd': 0.8, 'obv': 0.9}",48413,-44554.039999999804,-0.9202908309751473,0.44074938549563136,21338,27075,
"{'rsi': 0.7, 'macd': 0.9, 'obv': 0.7}",49398,-49250.01999999979,-0.9970043321591925,0.43815539090651445,21644,27754,
"{'rsi': 0.8, 'macd': 0.2, 'obv': 0.9}",48840,-47299.2999999998,-0.9684541359541319,0.43976248976248977,21478,27362,
"{'rsi': 0.8, 'macd': 0.3, 'obv': 0.7}",49887,-49336.279999999795,-0.9889606510714173,0.4366668671196905,21784,28103,
"{'rsi': 0.8, 'macd': 0.6, 'obv': 0.9}",48861,-47422.33999999979,-0.9705560672110639,0.43971674750823764,21485,27376,
"{'rsi': 0.8, 'macd': 0.7, 'obv': 0.7}",49896,-49373.459999999795,-0.989527417027413,0.43666827000160335,21788,28108,
"{'rsi': 0.8, 'macd': 1, 'obv': 0.9}",48890,-47608.65999999979,-0.9737913683779872,0.4395377377786868,21489,27401,
"{'rsi': 0.9, 'macd': 0.4, 'obv': 0.9}",49373,-49449.879999999794,-1.0015571263646081,0.438154456889393,21633,27740,
"{'rsi': 0.9, 'macd': 0.8, 'obv': 0.9}",49389,-49294.739999999794,-0.9980914778594382,0.43815424487234,21640,27749,
"{'rsi': 1, 'macd': 0.2, 'obv': 0.9}",49793,-49490.739999999794,-0.9939296688289477,0.43676822043259095,21748,28045,
"{'rsi': 1, 'macd': 0.6, 'obv': 0.9}",49810,-49421.36999999979,-0.9921977514555268,0.43675968680987753,21755,28055,
"{'rsi': 1, 'macd': 1, 'obv': 0.9}",49830,-49391.72999999979,-0.9912046959662812,0.43668472807545655,21760,28070,
"{'rsi': 0.1, 'bollinger': 0.1, 'obv': 0.7}",45630,-40604.27999999981,-0.8898593030900681,0.4464606618452772,20372,25258,
"{'rsi': 0.1, 'bollinger': 0.2, 'obv': 0.5}",45789,-40842.369999999806,-0.8919690318635438,0.44641726178776564,20441,25348,
"{'rsi': 0.1, 'bollinger': 0.3, 'obv': 0.3}",46313,-41674.509999999806,-0.8998447520134694,0.4455768358776154,20636,25677,
"{'rsi': 0.1, 'bollinger': 0.4, 'obv': 0.1}",48919,-47621.3599999998,-0.9734737014248002,0.43956335983973505,21503,27416,
"{'rsi': 0.1, 'bollinger': 0.4, 'obv': 0.9}",45484,-40887.989999999816,-0.8989532582886249,0.4467505056723243,20320,25164,
"{'rsi': 0.1, 'bollinger': 0.5, 'obv': 0.7}",45632,-40561.16999999981,-0.8888755697755919,0.44644109396914444,20372,25260,
"{'rsi': 0.1, 'bollinger': 0.6, 'obv': 0.5}",45792,-40742.369999999806,-0.8897268081760964,0.4464098532494759,20442,25350,
"{'rsi': 0.1, 'bollinger': 0.7, 'obv': 0.3}",46313,-41625.65999999981,-0.8987899725778897,0.4455768358776154,20636,25677,
"{'rsi': 0.1, 'bollinger': 0.8, 'obv': 0.1}",48929,-47529.44999999979,-0.9713963089374358,0.4396165872999653,21510,27419,
"{'rsi': 0.1, 'bollinger': 0.8, 'obv': 0.9}",45488,-40910.61999999981,-0.8993717024270096,0.44671122054168133,20320,25168,
"{'rsi': 0.1, 'bollinger': 0.9, 'obv': 0.7}",45633,-40561.87999999981,-0.8888716499024787,0.4464313106742927,20372,25261,
"{'rsi': 0.1, 'bollinger': 1, 'obv': 0.5}",45792,-40742.369999999806,-0.8897268081760964,0.4464098532494759,20442,25350,
"{'rsi': 0.2, 'bollinger': 0.1, 'obv': 0.3}",47753,-44059.2099999998,-0.9226480011726971,0.4422549368626055,21119,26634,
"{'rsi': 0.2, 'bollinger': 0.2, 'obv': 0.9}",45919,-41279.469999999805,-0.8989627387355954,0.44635118360591475,20496,25423,
"{'rsi': 0.2, 'bollinger': 0.3, 'obv': 0.7}",46196,-41431.9999999998,-0.896874188241402,0.4456013507663001,20585,25611,
"{'rsi': 0.2, 'bollinger': 0.4, 'obv': 0.5}",46689,-42619.9999999998,-0.9128488509070617,0.4449442052731907,20774,25915,
"{'rsi': 0.2, 'bollinger': 0.5, 'obv': 0.3}",47754,-44253.039999999804,-0.9266876073208486,0.4422456757549106,21119,26635,
"{'rsi': 0.2, 'bollinger': 0.6, 'obv': 0.9}",45919,-41279.469999999805,-0.8989627387355954,0.44635118360591475,20496,25423,
"{'rsi': 0.2, 'bollinger': 0.7, 'obv': 0.7}",46198,-41510.689999999806,-0.8985386813281918,0.44560370578812936,20586,25612,
"{'rsi': 0.2, 'bollinger': 0.8, 'obv': 0.5}",46691,-42603.5099999998,-0.912456576213827,0.4449465635775631,20775,25916,
"{'rsi': 0.2, 'bollinger': 0.9, 'obv': 0.3}",47757,-44188.97999999981,-0.9252880206043053,0.44225977343635486,21121,26636,
"{'rsi': 0.2, 'bollinger': 1, 'obv': 0.9}",45920,-41281.7999999998,-0.89899390243902,0.44634146341463415,20496,25424,
"{'rsi': 0.3, 'bollinger': 0.1, 'obv': 0.7}",46832,-42377.29999999981,-0.9048791424666853,0.44469593440382643,20826,26006,
"{'rsi': 0.3, 'bollinger': 0.2, 'obv': 0.5}",47513,-43556.8799999998,-0.916736051185987,0.44248942394713026,21024,26489,
"{'rsi': 0.3, 'bollinger': 0.3, 'obv': 0.3}",49245,-48721.6099999998,-0.9893717128642461,0.43837953091684434,21588,27657,
"{'rsi': 0.3, 'bollinger': 0.4, 'obv': 0.9}",46432,-41827.4699999998,-0.9008328308063361,0.44536095796002756,20679,25753,
"{'rsi': 0.3, 'bollinger': 0.5, 'obv': 0.7}",46833,-42354.30999999981,-0.9043689278927212,0.44457967672367776,20821,26012,
"{'rsi': 0.3, 'bollinger': 0.6, 'obv': 0.5}",47513,-43556.8799999998,-0.916736051185987,0.44248942394713026,21024,26489,
"{'rsi': 0.3, 'bollinger': 0.7, 'obv': 0.3}",49246,-48720.51999999979,-0.9893294886894325,0.43837062908662633,21588,27658,
"{'rsi': 0.3, 'bollinger': 0.8, 'obv': 0.9}",46432,-41827.4699999998,-0.9008328308063361,0.44536095796002756,20679,25753,
"{'rsi': 0.3, 'bollinger': 0.9, 'obv': 0.7}",46834,-42335.87999999981,-0.9039561002690312,0.44461288807276766,20823,26011,
"{'rsi': 0.3, 'bollinger': 1, 'obv': 0.5}",47513,-43582.609999999804,-0.9172775871866605,0.4424683770757477,21023,26490,
"{'rsi': 0.4, 'bollinger': 0.2, 'obv': 0.9}",46891,-42582.619999999806,-0.9081192552941888,0.44462690068456634,20849,26042,
"{'rsi': 0.4, 'bollinger': 0.3, 'obv': 0.7}",47428,-43435.939999999806,-0.9158290461330818,0.44269208062747745,20996,26432,
"{'rsi': 0.4, 'bollinger': 0.4, 'obv': 0.5}",48432,-44648.54999999981,-0.9218811942517304,0.4407623059134457,21347,27085,
"{'rsi': 0.4, 'bollinger': 0.6, 'obv': 0.9}",46891,-42571.619999999806,-0.9078846686997464,0.44464822673860654,20850,26041,
"{'rsi': 0.4, 'bollinger': 0.7, 'obv': 0.7}",47429,-43431.149999999805,-0.9157087435956863,0.442703830989479,20997,26432,
"{'rsi': 0.4, 'bollinger': 0.8, 'obv': 0.5}",48433,-44648.54999999981,-0.9218621600974503,0.4407532054590878,21347,27086,
"{'rsi': 0.4, 'bollinger': 1, 'obv': 0.9}",46891,-42571.619999999806,-0.9078846686997464,0.44464822673860654,20850,26041,
"{'rsi': 0.5, 'bollinger': 0.1, 'obv': 0.7}",48083,-44240.92999999981,-0.9200950439864362,0.44173616454880105,21240,26843,
"{'rsi': 0.5, 'bollinger': 0.2, 'obv': 0.5}",49318,-49086.63999999979,-0.9953088121983817,0.4382578368952512,21614,27704,
"{'rsi': 0.5, 'bollinger': 0.4, 'obv': 0.9}",47361,-43372.4999999998,-0.9157851396718778,0.44314942674352314,20988,26373,
"{'rsi': 0.5, 'bollinger': 0.5, 'obv': 0.7}",48083,-44240.92999999981,-0.9200950439864362,0.44173616454880105,21240,26843,
"{'rsi': 0.5, 'bollinger': 0.6, 'obv': 0.5}",49319,-49085.54999999979,-0.9952665301405096,0.43824895070865183,21614,27705,
"{'rsi': 0.5, 'bollinger': 0.8, 'obv': 0.9}",47361,-43372.4999999998,-0.9157851396718778,0.44314942674352314,20988,26373,
"{'rsi': 0.5, 'bollinger': 0.9, 'obv': 0.7}",48083,-44240.92999999981,-0.9200950439864362,0.44173616454880105,21240,26843,
"{'rsi': 0.5, 'bollinger': 1, 'obv': 0.5}",49321,-49085.54999999979,-0.9952261714077125,0.4382311794164757,21614,27707,
"{'rsi': 0.6, 'bollinger': 0.2, 'obv': 0.9}",47867,-44156.79999999981,-0.92248939770614,0.44205820293730547,21160,26707,
"{'rsi': 0.6, 'bollinger': 0.3, 'obv': 0.7}",48689,-46621.6799999998,-0.9575403068454845,0.4402226375567377,21434,27255,
"{'rsi': 0.6, 'bollinger': 0.6, 'obv': 0.9}",47867,-44109.679999999804,-0.9215050034470471,0.441995529279044,21157,26710,
"{'rsi': 0.6, 'bollinger': 0.7, 'obv': 0.7}",48690,-46641.319999999796,-0.957924009036759,0.44021359622098993,21434,27256,
"{'rsi': 0.6, 'bollinger': 1, 'obv': 0.9}",47870,-44092.73999999981,-0.921093377898471,0.44207227908919994,21162,26708,
"{'rsi': 0.7, 'bollinger': 0.1, 'obv': 0.7}",49340,-49297.00999999979,-0.999128698824479,0.43824483177948925,21623,27717,
"{'rsi': 0.7, 'bollinger': 0.4, 'obv': 0.9}",48379,-44375.09999999981,-0.9172388846400258,0.4408937762252217,21330,27049,
"{'rsi': 0.7, 'bollinger': 0.5, 'obv': 0.7}",49340,-49285.919999999795,-0.9989039319010903,0.43824483177948925,21623,27717,
"{'rsi': 0.7, 'bollinger': 0.8, 'obv': 0.9}",48379,-44369.49999999981,-0.9171231319374069,0.4409144463506893,21331,27048,
"{'rsi': 0.7, 'bollinger': 0.9, 'obv': 0.7}",49340,-49285.919999999795,-0.9989039319010903,0.43824483177948925,21623,27717,
"{'rsi': 0.8, 'bollinger': 0.2, 'obv': 0.9}",48825,-47199.15999999979,-0.9667006656425968,0.4397747055811572,21472,27353,
"{'rsi': 0.8, 'bollinger': 0.3, 'obv': 0.7}",49878,-49483.459999999795,-0.9920898993544207,0.4366253658927784,21778,28100,
"{'rsi': 0.8, 'bollinger': 0.6, 'obv': 0.9}",48825,-47202.879999999794,-0.9667768561187874,0.43979518689196107,21473,27352,
"{'rsi': 0.8, 'bollinger': 0.7, 'obv': 0.7}",49879,-49483.459999999795,-0.9920700094227991,0.4366166122015277,21778,28101,
"{'rsi': 0.8, 'bollinger': 1, 'obv': 0.9}",48825,-47202.879999999794,-0.9667768561187874,0.43979518689196107,21473,27352,
"{'rsi': 0.9, 'bollinger': 0.4, 'obv': 0.9}",49355,-49353.72999999979,-0.9999742680579433,0.43819268564481817,21627,27728,
"{'rsi': 0.9, 'bollinger': 0.8, 'obv': 0.9}",49355,-49353.72999999979,-0.9999742680579433,0.43819268564481817,21627,27728,
"{'rsi': 1, 'bollinger': 0.2, 'obv': 0.9}",49789,-49539.32999999979,-0.9949854385506797,0.4367631404527104,21746,28043,
"{'rsi': 1, 'bollinger': 0.6, 'obv': 0.9}",49789,-49539.32999999979,-0.9949854385506797,0.4367631404527104,21746,28043,
"{'rsi': 1, 'bollinger': 1, 'obv': 0.9}",49789,-49539.32999999979,-0.9949854385506797,0.4367631404527104,21746,28043,
"{'rsi': 0.1, 'stoch': 0.1, 'obv': 0.7}",45632,-40592.03999999981,-0.8895520687236985,0.44646300841514724,20373,25259,
"{'rsi': 0.1, 'stoch': 0.2, 'obv': 0.5}",45792,-40844.08999999981,-0.8919481568832942,0.4464098532494759,20442,25350,
"{'rsi': 0.1, 'stoch': 0.3, 'obv': 0.3}",46321,-41405.65999999981,-0.8938852788152201,0.4457373545476134,20647,25674,
"{'rsi': 0.1, 'stoch': 0.4, 'obv': 0.1}",48956,-47350.39999999979,-0.9672032028760477,0.43959882343328704,21521,27435,
"{'rsi': 0.1, 'stoch': 0.4, 'obv': 0.9}",45495,-40666.03999999982,-0.8938573469612006,0.4467963512473898,20327,25168,
"{'rsi': 0.1, 'stoch': 0.5, 'obv': 0.7}",45648,-40485.24999999981,-0.8869008499824704,0.446394146512443,20377,25271,
"{'rsi': 0.1, 'stoch': 0.6, 'obv': 0.5}",45805,-40805.689999999806,-0.8908566750354723,0.4463923152494269,20447,25358,
"{'rsi': 0.1, 'stoch': 0.7, 'obv': 0.3}",46340,-41264.69999999981,-0.8904769097971473,0.44577039274924474,20657,25683,
"{'rsi': 0.1, 'stoch': 0.8, 'obv': 0.1}",49005,-46951.849999999795,-0.9581032547699172,0.4398122640546883,21553,27452,
"{'rsi': 0.1, 'stoch': 0.8, 'obv': 0.9}",45514,-40562.92999999982,-0.8912187458803844,0.44667574812145716,20330,25184,
"{'rsi': 0.1, 'stoch': 0.9, 'obv': 0.7}",45655,-40400.03999999981,-0.8848984777132803,0.4463476070528967,20378,25277,
"{'rsi': 0.1, 'stoch': 1, 'obv': 0.5}",45808,-40815.30999999981,-0.8910083391547287,0.4463849109325882,20448,25360,
"{'rsi': 0.2, 'stoch': 0.1, 'obv': 0.3}",47756,-44033.98999999981,-0.9220619398609559,0.4422899740346763,21122,26634,
"{'rsi': 0.2, 'stoch': 0.2, 'obv': 0.9}",45919,-41279.469999999805,-0.8989627387355954,0.44635118360591475,20496,25423,
"{'rsi': 0.2, 'stoch': 0.3, 'obv': 0.7}",46207,-41317.5699999998,-0.8941842145129483,0.44562512173480207,20591,25616,
"{'rsi': 0.2, 'stoch': 0.4, 'obv': 0.5}",46704,-42643.3499999998,-0.9130556269270256,0.44490835902706405,20779,25925,
"{'rsi': 0.2, 'stoch': 0.5, 'obv': 0.3}",47790,-44233.7099999998,-0.925585059635903,0.4421845574387947,21132,26658,
"{'rsi': 0.2, 'stoch': 0.6, 'obv': 0.9}",45921,-41267.3099999998,-0.8986587835630714,0.44637529670521114,20498,25423,
"{'rsi': 0.2, 'stoch': 0.7, 'obv': 0.7}",46215,-41186.619999999806,-0.8911959320566873,0.4456561722384507,20596,25619,
"{'rsi': 0.2, 'stoch': 0.8, 'obv': 0.5}",46722,-42515.609999999804,-0.9099698214973632,0.445058002653996,20794,25928,
"{'rsi': 0.2, 'stoch': 0.9, 'obv': 0.3}",47810,-44097.3499999998,-0.922345743568287,0.4423342396988078,21148,26662,
"{'rsi': 0.2, 'stoch': 1, 'obv': 0.9}",45924,-41304.9099999998,-0.8994188224022254,0.44641146241616586,20501,25423,
"{'rsi': 0.3, 'stoch': 0.1, 'obv': 0.7}",46832,-42377.29999999981,-0.9048791424666853,0.44469593440382643,20826,26006,
"{'rsi': 0.3, 'stoch': 0.2, 'obv': 0.5}",47517,-43376.4999999998,-0.9128627649051877,0.4425994907085885,21031,26486,
"{'rsi': 0.3, 'stoch': 0.3, 'obv': 0.3}",49258,-48589.629999999794,-0.9864312395955945,0.438527751837265,21601,27657,
"{'rsi': 0.3, 'stoch': 0.4, 'obv': 0.9}",46443,-41835.7799999998,-0.9007983980362984,0.44527700622268157,20680,25763,
"{'rsi': 0.3, 'stoch': 0.5, 'obv': 0.7}",46840,-42317.37999999981,-0.9034453458582368,0.4446199829205807,20826,26014,
"{'rsi': 0.3, 'stoch': 0.6, 'obv': 0.5}",47527,-43407.929999999804,-0.91333200075746,0.44259052748963745,21035,26492,
"{'rsi': 0.3, 'stoch': 0.7, 'obv': 0.3}",49268,-48462.209999999795,-0.9836447592757935,0.4385402289518552,21606,27662,
"{'rsi': 0.3, 'stoch': 0.8, 'obv': 0.9}",46446,-41797.329999999805,-0.8999123713559791,0.4452913060328123,20682,25764,
"{'rsi': 0.3, 'stoch': 0.9, 'obv': 0.7}",46842,-42286.969999999805,-0.9027575679945307,0.44464369582853,20828,26014,
"{'rsi': 0.3, 'stoch': 1, 'obv': 0.5}",47534,-43285.789999999804,-0.9106279715571971,0.44267261328733115,21042,26492,
"{'rsi': 0.4, 'stoch': 0.2, 'obv': 0.9}",46892,-42578.619999999806,-0.9080145867098824,0.4446387443487162,20850,26042,
"{'rsi': 0.4, 'stoch': 0.3, 'obv': 0.7}",47433,-43399.0999999998,-0.9149558324373285,0.4426664980077161,20997,26436,
"{'rsi': 0.4, 'stoch': 0.4, 'obv': 0.5}",48437,-44585.439999999806,-0.9204831017610464,0.4407168073993022,21347,27090,
"{'rsi': 0.4, 'stoch': 0.6, 'obv': 0.9}",46893,-42568.789999999804,-0.9077855969974155,0.4446292623632525,20850,26043,
"{'rsi': 0.4, 'stoch': 0.7, 'obv': 0.7}",47443,-43352.789999999804,-0.9137868600214953,0.4427207385704951,21004,26439,
"{'rsi': 0.4, 'stoch': 0.8, 'obv': 0.5}",48449,-44615.9999999998,-0.9208858799975191,0.4406489298024727,21349,27100,
"{'rsi': 0.4, 'stoch': 1, 'obv': 0.9}",46903,-42549.8199999998,-0.9071875999402982,0.4445131441485619,20849,26054,
"{'rsi': 0.5, 'stoch': 0.1, 'obv': 0.7}",48083,-44240.92999999981,-0.9200950439864362,0.44173616454880105,21240,26843,
"{'rsi': 0.5, 'stoch': 0.2, 'obv': 0.5}",49323,-49061.809999999794,-0.9947044989153092,0.43829450763335565,21618,27705,
"{'rsi': 0.5, 'stoch': 0.4, 'obv': 0.9}",47370,-43279.869999999806,-0.9136556892547986,0.44302301034409963,20986,26384,
"{'rsi': 0.5, 'stoch': 0.5, 'obv': 0.7}",48096,-44171.31999999981,-0.9183990352628038,0.4416583499667332,21242,26854,
"{'rsi': 0.5, 'stoch': 0.6, 'obv': 0.5}",49329,-48988.74999999979,-0.9931024346733116,0.4383020130146567,21621,27708,
"{'rsi': 0.5, 'stoch': 0.8, 'obv': 0.9}",47372,-43143.579999999805,-0.9107400996369122,0.4430676348898083,20989,26383,
"{'rsi': 0.5, 'stoch': 0.9, 'obv': 0.7}",48099,-44125.13999999981,-0.9173816503461572,0.4417347554003202,21247,26852,
"{'rsi': 0.5, 'stoch': 1, 'obv': 0.5}",49342,-48913.029999999795,-0.9913061894532,0.4383081350573548,21627,27715,
"{'rsi': 0.6, 'stoch': 0.2, 'obv': 0.9}",47873,-44158.7099999998,-0.9224136778559898,0.4420236876736365,21161,26712,
"{'rsi': 0.6, 'stoch': 0.3, 'obv': 0.7}",48693,-46595.1599999998,-0.9569170106586121,0.4402686217731501,21438,27255,
"{'rsi': 0.6, 'stoch': 0.6, 'obv': 0.9}",47879,-44135.579999999805,-0.9218149919588923,0.44192652311034064,21159,26720,
"{'rsi': 0.6, 'stoch': 0.7, 'obv': 0.7}",48698,-46588.849999999795,-0.9566891864142223,0.44034662614481085,21444,27254,
"{'rsi': 0.6, 'stoch': 1, 'obv': 0.9}",47892,-44093.179999999804,-0.920679445418855,0.44207800885325316,21172,26720,
"{'rsi': 0.7, 'stoch': 0.1, 'obv': 0.7}",49342,-49308.70999999979,-0.9993253212273476,0.43822706821774554,21623,27719,
"{'rsi': 0.7, 'stoch': 0.4, 'obv': 0.9}",48379,-44375.09999999981,-0.9172388846400258,0.4408937762252217,21330,27049,
"{'rsi': 0.7, 'stoch': 0.5, 'obv': 0.7}",49342,-49263.739999999794,-0.9984139272830407,0.43824733492764784,21624,27718,
"{'rsi': 0.7, 'stoch': 0.8, 'obv': 0.9}",48382,-44293.06999999981,-0.9154865445826921,0.4409077756190319,21332,27050,
"{'rsi': 0.7, 'stoch': 0.9, 'obv': 0.7}",49351,-49154.46999999979,-0.9960177098741624,0.43830925411845756,21631,27720,
"{'rsi': 0.8, 'stoch': 0.2, 'obv': 0.9}",48830,-47173.809999999794,-0.9660825312307966,0.43975015359410197,21473,27357,
"{'rsi': 0.8, 'stoch': 0.3, 'obv': 0.7}",49887,-49469.86999999979,-0.9916385030168138,0.436586685910157,21780,28107,
"{'rsi': 0.8, 'stoch': 0.6, 'obv': 0.9}",48830,-47179.0799999998,-0.9661904566864591,0.4397911120212984,21475,27355,
"{'rsi': 0.8, 'stoch': 0.7, 'obv': 0.7}",49903,-49192.25999999979,-0.9857575696851851,0.4366470953650081,21790,28113,
