timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
1675274700000,23003.32,23014.69,22943.47,22952.72,990.02619,1675274999999,22757308.9551574,24872,472.39883,10859989.6778947,0
1675275000000,22953.97,22979.24,22948.35,22967.15,756.90513,1675275299999,17382867.6366708,22646,380.44771,8737409.4758015,0
1675275300000,22967.13,22992.79,22960.1,22986.94,801.84535,1675275599999,18426945.8009218,22879,410.97501,9444592.9512775,0
1675275600000,22987.98,22993.71,22978.73,22990.0,493.18968,1675275899999,11337368.9462511,15245,249.58709,5737614.8023888,0
1675275900000,22990.0,23116.21,22988.53,23105.0,1942.64684,1675276199999,44786810.965032,45251,1106.35999,25505868.6361064,0
1675276200000,23104.99,23124.36,23063.05,23074.28,1386.74035,1675276499999,32019597.182855,33808,681.26688,15730844.40775,0
1675276500000,23074.28,23079.55,23039.8,23058.02,1143.26875,1675276799999,26366796.1994284,28243,548.53376,12650688.1812455,0
1675276800000,23059.05,23085.0,23047.22,23072.67,876.68943,1675277099999,20225278.2407941,26180,433.26223,9995640.0528382,0
1675277100000,23070.92,23077.26,23027.18,23036.62,959.60271,1675277399999,22117366.9749242,25855,466.4775,10751736.9133575,0
1675277400000,23035.57,23070.0,23030.6,23058.48,704.4643,1675277699999,16237715.5281278,23551,351.97177,8113177.6780652,0
1675277700000,23059.38,23128.0,23030.01,23077.26,2943.97834,1675277999999,67958719.5498117,64012,1516.79437,35015459.8815485,0
1675278000000,23075.53,23200.51,22915.0,22994.96,5861.14422,1675278299999,135283043.6562646,138217,2925.00103,67534879.6876307,0
1675278300000,22994.96,23126.89,22983.0,23089.37,3564.62418,1675278599999,82194816.8446881,80531,1804.75333,41614027.7429969,0
1675278600000,23089.17,23109.77,23061.23,23082.05,1961.48644,1675278899999,45289380.7852181,51803,1004.86452,23202663.6573601,0
1675278900000,23080.48,23084.58,23001.0,23044.89,1899.45749,1675279199999,43759733.4070192,51219,937.02727,21587756.2093761,0
1675279200000,23043.38,23061.09,23001.43,23015.72,1340.205,1675279499999,30870868.342407,37983,624.02598,14374998.3566536,0
1675279500000,23015.71,23040.75,22996.59,22996.95,1037.03408,1675279799999,23875130.1475877,32398,477.51674,10995129.414736,0
1675279800000,22998.27,23027.63,22760.23,22882.07,5836.36411,1675280099999,133485059.8903695,118518,2764.49136,63223993.7685949,0
1675280100000,22885.27,23130.99,22859.65,23093.74,7031.05497,1675280399999,161894253.4017199,129426,3651.62172,84084005.4787407,0
1675280400000,23093.75,23318.0,23091.98,23268.98,7118.71738,1675280699999,165309139.7218023,135147,3725.18985,86506153.3496787,0
1675280700000,23265.34,23369.55,23155.21,23292.33,5544.00938,1675280999999,129085325.9771439,115518,2824.0109,65756915.691075,0
1675281000000,23294.88,23494.77,23292.34,23439.46,4000.52925,1675281299999,93647595.3395368,99969,2132.35073,49915768.6660937,0
1675281300000,23439.46,23479.48,23337.16,23385.99,3167.79825,1675281599999,74136936.6228854,79543,1481.88552,34684702.182777,0
1675281600000,23385.99,23466.25,23382.73,23437.1,2939.05127,1675281899999,68868466.6504083,72992,1508.42361,35345330.9433516,0
1675281900000,23436.52,23459.42,23388.0,23418.37,3049.77009,1675282199999,71455913.9375109,64021,1491.51569,34947154.0457087,0
1675282200000,23417.21,23429.73,23327.96,23394.35,2936.40352,1675282499999,68649333.6253019,61334,1451.66892,33938921.2814626,0
1675282500000,23392.53,23416.72,23320.01,23392.58,2282.02043,1675282799999,53314129.432457,54845,1151.6712,26907876.028746,0
1675282800000,23392.58,23414.73,23363.55,23411.79,1473.64114,1675283099999,34476402.0963608,39579,758.84527,17753986.1143493,0
1675283100000,23411.79,23554.81,23409.96,23553.13,3908.22255,1675283399999,91801021.5267276,76167,2164.95076,50853066.6786742,0
1675283400000,23551.13,23630.0,23547.42,23584.02,3815.60652,1675283699999,90024298.6760872,76563,2105.49202,49679241.1348998,0
1675283700000,23584.02,23650.0,23556.31,23581.62,2123.38057,1675283999999,50136201.066446,51606,1152.94742,27226763.7270097,0
1675284000000,23581.6,23620.0,23552.21,23564.73,1958.45288,1675284299999,46201255.4400674,44659,941.19428,22205071.8765528,0
1675284300000,23564.73,23595.0,23535.56,23546.97,1759.40017,1675284599999,41464550.9153781,39578,868.48878,20469378.8598183,0
1675284600000,23547.3,23547.86,23482.0,23502.01,1420.67006,1675284899999,33401558.3915638,39072,669.43572,15739364.6680116,0
1675284900000,23501.65,23573.6,23493.12,23573.11,1362.69229,1675285199999,32077812.6009876,35540,746.30732,17569303.9026562,0
1675285200000,23571.72,23600.0,23535.27,23570.4,1413.32704,1675285499999,33318341.5959304,36536,721.13433,17001171.8750786,0
1675285500000,23570.4,23745.0,23562.48,23701.25,4408.02722,1675285799999,104329158.9014832,87949,2428.62888,57479869.7668728,0
1675285800000,23699.78,23749.48,23657.47,23700.52,2111.37672,1675286099999,50047361.4479591,49763,986.03417,23375334.1117255,0
1675286100000,23702.26,23787.23,23693.25,23752.48,2603.97424,1675286399999,61835690.3640826,50428,1453.57661,34519568.4140225,0
1675286400000,23752.48,23800.0,23720.0,23729.21,2240.70688,1675286699999,53234445.0752106,45206,1100.70183,26151090.3000572,0
1675286700000,23727.89,23745.15,23692.11,23720.69,1524.59088,1675286999999,36164335.4273084,33874,796.85706,18904020.0047581,0
1675287000000,23718.99,23771.3,23715.69,23739.29,1591.42887,1675287299999,37793647.3895724,36457,873.58181,20747118.9507244,0
1675287300000,23738.01,23778.91,23731.01,23742.41,1432.27483,1675287599999,34023405.8798691,33905,756.28827,17966753.350616,0
1675287600000,23742.41,23768.82,23689.17,23696.47,1396.39036,1675287899999,33129383.4255316,31962,703.1695,16682038.1826409,0
1675287900000,23697.66,23710.0,23611.3,23648.27,1929.79933,1675288199999,45691468.9438763,36591,945.34815,22383794.9405052,0
1675288200000,23648.27,23703.98,23625.09,23694.01,1299.27144,1675288499999,30764513.698893,31743,757.75752,17942111.6944142,0
1675288500000,23692.28,23694.82,23646.58,23681.05,896.40778,1675288799999,21220685.0358943,27384,454.1151,10750842.8163182,0
1675288800000,23681.05,23744.72,23679.9,23723.79,1314.33709,1675289099999,31167707.0928292,34699,843.75904,20008354.3433272,0
1675289100000,23723.79,23738.92,23707.73,23727.32,704.27813,1675289399999,16710632.4243681,22087,337.73287,8013658.4609238,0
1675289400000,23727.97,23761.58,23711.18,23753.29,901.77096,1675289699999,21410062.5476826,28735,529.76828,12578288.9719776,0
1675289700000,23754.31,23760.0,23710.92,23748.22,851.99956,1675289999999,20225137.5033382,25303,392.65016,9321282.6355853,0
1675290000000,23748.22,23812.66,23743.16,23759.45,2162.96907,1675290299999,51411961.1779541,44753,1244.37522,29578931.1768274,0
1675290300000,23760.82,23769.99,23725.01,23726.26,818.57647,1675290599999,19441031.3024607,25682,371.44535,8822086.2522779,0
1675290600000,23727.93,23751.17,23704.69,23710.68,719.50984,1675290899999,17074142.3172231,23729,342.7552,8134195.9099952,0
1675290900000,23712.32,23745.08,23704.2,23716.12,693.65758,1675291199999,16457052.1387496,21555,336.26892,7978370.0965246,0
1675291200000,23716.12,23720.29,23654.83,23657.88,782.27532,1675291499999,18527944.9005628,21497,318.08505,7534343.9566197,0
1675291500000,23656.56,23729.99,23656.39,23706.66,767.62852,1675291799999,18196134.573521,21987,419.81407,9951046.3576354,0
1675291800000,23705.63,23719.55,23682.03,23698.16,544.17713,1675292099999,12899360.6906765,17128,265.09424,6284140.0499682,0
1675292100000,23698.16,23725.0,23698.12,23714.5,574.50889,1675292399999,13622556.0063187,18464,293.8295,6967412.9836093,0
1675292400000,23713.81,23766.4,23711.07,23751.89,1589.16889,1675292699999,37731550.1179884,32644,822.6748,19531795.2880597,0
1675292700000,23751.89,23770.93,23699.0,23714.58,1147.28504,1675292999999,27232912.4592023,27124,549.25154,13039998.3787299,0
1675293000000,23714.58,23752.96,23713.91,23751.39,844.6344,1675293299999,20044161.6825046,23011,453.10339,10753087.6547771,0
1675293300000,23750.56,23761.56,23743.74,23749.75,793.08134,1675293599999,18837280.0187831,22383,427.08479,10144424.0035357,0
1675293600000,23749.04,23786.38,23746.55,23768.78,908.30873,1675293899999,21588619.1878992,26074,478.50563,11373351.1919715,0
1675293900000,23769.31,23773.35,23724.54,23763.11,841.95533,1675294199999,19995036.5958039,22036,456.99203,10853267.436976,0
1675294200000,23763.98,23769.04,23724.25,23725.72,765.81218,1675294499999,18185978.339584,21999,329.66099,7828893.7543452,0
1675294500000,23726.69,23741.5,23693.66,23697.4,954.41566,1675294799999,22636792.8799405,24327,410.21139,9730070.3039139,0
1675294800000,23696.21,23717.18,23694.39,23708.26,613.89561,1675295099999,14553521.7363027,18584,302.98008,7182879.0700663,0
1675295100000,23708.3,23713.35,23682.94,23706.73,849.38565,1675295399999,20128838.6717863,21061,386.0774,9149785.6483252,0
1675295400000,23706.02,23714.97,23691.31,23704.5,703.8456,1675295699999,16684325.426377,19474,373.853,8862321.3262736,0
1675295700000,23704.51,23736.12,23693.64,23732.66,844.00598,1675295999999,20017469.7934541,22316,454.45527,10778800.0558494,0
